,A,A,A,,
154,I feel I am nothing when being in front of a lot of people.,多くの人が私を怖じ気づかせる。,慎重さ(?),,
155,I merly concentrate on doing one thing at a time.,一度に一つのことに集中するのが、私のやり方である。,内省,,
156,I do not care about if there is a teacher like me.,先生が私を気に入っていたかどうかは、問題ではない。,自己確信,,
157,I am good at excuting.,私には、物事を成し遂げる能力がある。,達成欲,,
158,I am good at thinking new idea.,私は、新規プロジェクトを考案するのがうまい。,着想,,
159,I often think of good things which have ever seen.,私は、目にした美しいものについてよく考える。,内省,,
160,I prefer to talk about sports.,私は、スポーツについて話をすることをより好む。,戦略性,,
161,I use practical vocabularies.,私の使う言葉は、実用的である。,調和性,,
162,I tend to use more abstract and complex vocabularies.,私は、抽象的で、複雑な言葉を多く使う傾向がある。,運命思考,,
163,I am often out of words when expressing my feeling.,自分の考えを表現する時、「言葉に詰まる」ことがよくある。,内省,,
164,I like pondering the principle of operation.,私は、物事がどのように機能しているのかを欲求するのが好きである。,分析思考,,
165,I need regular activities,私は、体を動かしている必要がある。,活発性(?),,
166,I like to discuss with others.,私は、皆で意見を交換し合うディスカッションが好きである。,指令性,,
167,Detecting regularity from the data makes me excited.,私は、データのパターンを発見するとワクワクする。,分析思考,,
168,I strongly desire to be rich.,私は、金持ちになりたいという強い欲求を持つ。,自我,,
169,I keep my promise.,私は、自分がやるといったことは成し遂げる。,責任感,,
170,Complete my duty makes me excited.,自分に任された任務を完了することによって、私の一日が充実する。,達成欲,,
171,,グループの中で、私がもっとも良く準備をしているようである。,収集心,,
172,I talent to simplify.,私には、複雑なものを簡略化できる才能がある。,アレンジ,,
173,The most important thing is doing things right.,私にとって、物事を正しく行うことこそがすべてである。,公平性,,
174,I control my own destiny.,私は、自分で私の人生を方向づける。,自己確信,,
175,I like to be with others.,私は、人と一緒にいるのが好きである。,包含,,
176,I understand my own weaknesses more than strengths.,私は、自分の長所よりも短所についてよく知っている。,回復志向,,
177,I love people.,私は、人が大好きである。,社交性,,
