,A,A,A,
157,私には、物事を成し遂げる能力がある。,I am good at excuting.,自己確信(?),
158,私は、新規プロジェクトを考案するのがうまい。,I am good at thinking new idea.,着想,
159,私は、目にした美しいものについてよく考える。,I often think of good things which have ever seen.,内省(?),
160,私は、スポーツについて話をすることをより好む。,I prefer to talk about sports.,活発性(?),
161,私の使う言葉は、実用的である。,I use practical vocabularies.,指令性(?),
162,私は、抽象的で、複雑な言葉を多く使う傾向がある。,I tend to use more abstract and complex vocabularies.,運命思考(?),
163,自分の考えを表現する時、「言葉に詰まる」ことがよくある。,I am often out of words when expressing my feeling.,調和性(?),
164,私は、物事がどのように機能しているのかを欲求するのが好きである。,I like pondering the principle of operation.,分析思考,
165,私は、体を動かしている必要がある。,I need regular activities,活発性(?),
166,私は、皆で意見を交換し合うディスカッションが好きである。,I like to discuss with others.,指令性,
167,私は、データのパターンを発見するとワクワクする。,Detecting regularity from the data makes me excited.,分析思考,
168,私は、金持ちになりたいという強い欲求を持つ。,I strongly desire to be rich.,自我,
169,私は、自分がやるといったことは成し遂げる。,I keep my promise.,責任感,
170,自分に任された任務を完了することによって、私の一日が充実する。,Complete my duty makes me excited.,達成欲,
171,グループの中で、私がもっとも良く準備をしているようである。,,収集心,
172,私には、複雑なものを簡略化できる才能がある。,I talent to simplify.,アレンジ(?),着想
173,私にとって、物事を正しく行うことこそがすべてである。,The most important thing is doing things right.,公平性(?),
174,私は、自分で私の人生を方向づける。,I control my own destiny.,自己確信,
175,私は、人と一緒にいるのが好きである。,I like to be with others.,包含,
176,私は、自分の長所よりも短所についてよく知っている。,I understand my own weaknesses more than strengths.,最上志向(?),
177,私は、人が大好きである。,I love people.,社交性,包含
